audio_path,frame_dir,num_frames
../epic_clips_data/audio/train/P21/P21_01_1.mp3,../epic_clips_data/frames/train/P21/P21_01_1,25
../epic_clips_data/audio/train/P21/P21_01_72.mp3,../epic_clips_data/frames/train/P21/P21_01_72,25
../epic_clips_data/audio/train/P21/P21_03_15.mp3,../epic_clips_data/frames/train/P21/P21_03_15,55
../epic_clips_data/audio/train/P21/P21_03_11.mp3,../epic_clips_data/frames/train/P21/P21_03_11,162
../epic_clips_data/audio/train/P21/P21_03_66.mp3,../epic_clips_data/frames/train/P21/P21_03_66,35
../epic_clips_data/audio/train/P21/P21_04_60.mp3,../epic_clips_data/frames/train/P21/P21_04_60,55
../epic_clips_data/audio/train/P21/P21_03_20.mp3,../epic_clips_data/frames/train/P21/P21_03_20,50
../epic_clips_data/audio/train/P21/P21_03_38.mp3,../epic_clips_data/frames/train/P21/P21_03_38,29
../epic_clips_data/audio/train/P21/P21_01_76.mp3,../epic_clips_data/frames/train/P21/P21_01_76,90
../epic_clips_data/audio/train/P21/P21_01_8.mp3,../epic_clips_data/frames/train/P21/P21_01_8,123
../epic_clips_data/audio/train/P21/P21_01_83.mp3,../epic_clips_data/frames/train/P21/P21_01_83,61
../epic_clips_data/audio/train/P21/P21_04_15.mp3,../epic_clips_data/frames/train/P21/P21_04_15,154
../epic_clips_data/audio/train/P21/P21_01_5.mp3,../epic_clips_data/frames/train/P21/P21_01_5,80
../epic_clips_data/audio/train/P21/P21_03_2.mp3,../epic_clips_data/frames/train/P21/P21_03_2,27
../epic_clips_data/audio/train/P21/P21_04_72.mp3,../epic_clips_data/frames/train/P21/P21_04_72,32
../epic_clips_data/audio/train/P21/P21_03_26.mp3,../epic_clips_data/frames/train/P21/P21_03_26,71
../epic_clips_data/audio/train/P21/P21_03_70.mp3,../epic_clips_data/frames/train/P21/P21_03_70,139
../epic_clips_data/audio/train/P21/P21_03_8.mp3,../epic_clips_data/frames/train/P21/P21_03_8,28
../epic_clips_data/audio/train/P21/P21_03_49.mp3,../epic_clips_data/frames/train/P21/P21_03_49,29
../epic_clips_data/audio/train/P21/P21_01_66.mp3,../epic_clips_data/frames/train/P21/P21_01_66,34
../epic_clips_data/audio/train/P21/P21_03_46.mp3,../epic_clips_data/frames/train/P21/P21_03_46,28
../epic_clips_data/audio/train/P21/P21_01_23.mp3,../epic_clips_data/frames/train/P21/P21_01_23,99
../epic_clips_data/audio/train/P21/P21_01_38.mp3,../epic_clips_data/frames/train/P21/P21_01_38,65
../epic_clips_data/audio/train/P21/P21_01_88.mp3,../epic_clips_data/frames/train/P21/P21_01_88,32
../epic_clips_data/audio/train/P21/P21_04_65.mp3,../epic_clips_data/frames/train/P21/P21_04_65,36
../epic_clips_data/audio/train/P21/P21_04_61.mp3,../epic_clips_data/frames/train/P21/P21_04_61,83
../epic_clips_data/audio/train/P21/P21_01_73.mp3,../epic_clips_data/frames/train/P21/P21_01_73,30
../epic_clips_data/audio/train/P21/P21_04_14.mp3,../epic_clips_data/frames/train/P21/P21_04_14,68
../epic_clips_data/audio/train/P21/P21_01_47.mp3,../epic_clips_data/frames/train/P21/P21_01_47,66
../epic_clips_data/audio/train/P21/P21_01_17.mp3,../epic_clips_data/frames/train/P21/P21_01_17,59
../epic_clips_data/audio/train/P21/P21_04_42.mp3,../epic_clips_data/frames/train/P21/P21_04_42,25
../epic_clips_data/audio/train/P21/P21_01_64.mp3,../epic_clips_data/frames/train/P21/P21_01_64,29
../epic_clips_data/audio/train/P21/P21_03_35.mp3,../epic_clips_data/frames/train/P21/P21_03_35,56
../epic_clips_data/audio/train/P21/P21_01_81.mp3,../epic_clips_data/frames/train/P21/P21_01_81,42
../epic_clips_data/audio/train/P21/P21_03_51.mp3,../epic_clips_data/frames/train/P21/P21_03_51,32
../epic_clips_data/audio/train/P21/P21_01_94.mp3,../epic_clips_data/frames/train/P21/P21_01_94,71
../epic_clips_data/audio/train/P21/P21_03_74.mp3,../epic_clips_data/frames/train/P21/P21_03_74,24
../epic_clips_data/audio/train/P21/P21_01_67.mp3,../epic_clips_data/frames/train/P21/P21_01_67,58
../epic_clips_data/audio/train/P21/P21_03_19.mp3,../epic_clips_data/frames/train/P21/P21_03_19,213
../epic_clips_data/audio/train/P21/P21_04_17.mp3,../epic_clips_data/frames/train/P21/P21_04_17,195
../epic_clips_data/audio/train/P21/P21_01_74.mp3,../epic_clips_data/frames/train/P21/P21_01_74,37
../epic_clips_data/audio/train/P21/P21_04_2.mp3,../epic_clips_data/frames/train/P21/P21_04_2,35
../epic_clips_data/audio/train/P21/P21_01_30.mp3,../epic_clips_data/frames/train/P21/P21_01_30,173
../epic_clips_data/audio/train/P21/P21_01_25.mp3,../epic_clips_data/frames/train/P21/P21_01_25,109
../epic_clips_data/audio/train/P21/P21_01_19.mp3,../epic_clips_data/frames/train/P21/P21_01_19,44
../epic_clips_data/audio/train/P21/P21_04_26.mp3,../epic_clips_data/frames/train/P21/P21_04_26,243
../epic_clips_data/audio/train/P21/P21_03_45.mp3,../epic_clips_data/frames/train/P21/P21_03_45,52
../epic_clips_data/audio/train/P21/P21_01_59.mp3,../epic_clips_data/frames/train/P21/P21_01_59,24
../epic_clips_data/audio/train/P21/P21_01_69.mp3,../epic_clips_data/frames/train/P21/P21_01_69,199
../epic_clips_data/audio/train/P21/P21_01_14.mp3,../epic_clips_data/frames/train/P21/P21_01_14,39
../epic_clips_data/audio/train/P21/P21_04_57.mp3,../epic_clips_data/frames/train/P21/P21_04_57,43
../epic_clips_data/audio/train/P21/P21_01_90.mp3,../epic_clips_data/frames/train/P21/P21_01_90,102
../epic_clips_data/audio/train/P21/P21_04_44.mp3,../epic_clips_data/frames/train/P21/P21_04_44,269
../epic_clips_data/audio/train/P21/P21_04_13.mp3,../epic_clips_data/frames/train/P21/P21_04_13,36
../epic_clips_data/audio/train/P21/P21_04_32.mp3,../epic_clips_data/frames/train/P21/P21_04_32,25
../epic_clips_data/audio/train/P21/P21_01_49.mp3,../epic_clips_data/frames/train/P21/P21_01_49,42
../epic_clips_data/audio/train/P21/P21_01_36.mp3,../epic_clips_data/frames/train/P21/P21_01_36,79
../epic_clips_data/audio/train/P21/P21_03_24.mp3,../epic_clips_data/frames/train/P21/P21_03_24,28
../epic_clips_data/audio/train/P21/P21_01_29.mp3,../epic_clips_data/frames/train/P21/P21_01_29,157
../epic_clips_data/audio/train/P21/P21_03_31.mp3,../epic_clips_data/frames/train/P21/P21_03_31,263
../epic_clips_data/audio/train/P21/P21_03_50.mp3,../epic_clips_data/frames/train/P21/P21_03_50,56
../epic_clips_data/audio/train/P21/P21_03_25.mp3,../epic_clips_data/frames/train/P21/P21_03_25,288
../epic_clips_data/audio/train/P21/P21_01_7.mp3,../epic_clips_data/frames/train/P21/P21_01_7,38
../epic_clips_data/audio/train/P21/P21_03_69.mp3,../epic_clips_data/frames/train/P21/P21_03_69,47
../epic_clips_data/audio/train/P21/P21_01_18.mp3,../epic_clips_data/frames/train/P21/P21_01_18,80
../epic_clips_data/audio/train/P21/P21_01_44.mp3,../epic_clips_data/frames/train/P21/P21_01_44,54
../epic_clips_data/audio/train/P21/P21_03_18.mp3,../epic_clips_data/frames/train/P21/P21_03_18,33
../epic_clips_data/audio/train/P21/P21_04_9.mp3,../epic_clips_data/frames/train/P21/P21_04_9,68
../epic_clips_data/audio/train/P21/P21_04_24.mp3,../epic_clips_data/frames/train/P21/P21_04_24,51
../epic_clips_data/audio/train/P21/P21_01_97.mp3,../epic_clips_data/frames/train/P21/P21_01_97,30
../epic_clips_data/audio/train/P21/P21_03_3.mp3,../epic_clips_data/frames/train/P21/P21_03_3,70
../epic_clips_data/audio/train/P21/P21_03_1.mp3,../epic_clips_data/frames/train/P21/P21_03_1,36
../epic_clips_data/audio/train/P21/P21_04_18.mp3,../epic_clips_data/frames/train/P21/P21_04_18,45
../epic_clips_data/audio/train/P21/P21_01_82.mp3,../epic_clips_data/frames/train/P21/P21_01_82,24
../epic_clips_data/audio/train/P21/P21_03_64.mp3,../epic_clips_data/frames/train/P21/P21_03_64,55
../epic_clips_data/audio/train/P21/P21_01_89.mp3,../epic_clips_data/frames/train/P21/P21_01_89,62
../epic_clips_data/audio/train/P21/P21_01_35.mp3,../epic_clips_data/frames/train/P21/P21_01_35,117
../epic_clips_data/audio/train/P21/P21_03_10.mp3,../epic_clips_data/frames/train/P21/P21_03_10,68
../epic_clips_data/audio/train/P21/P21_03_12.mp3,../epic_clips_data/frames/train/P21/P21_03_12,73
../epic_clips_data/audio/train/P21/P21_01_4.mp3,../epic_clips_data/frames/train/P21/P21_01_4,32
../epic_clips_data/audio/train/P21/P21_01_37.mp3,../epic_clips_data/frames/train/P21/P21_01_37,28
../epic_clips_data/audio/train/P21/P21_04_68.mp3,../epic_clips_data/frames/train/P21/P21_04_68,163
../epic_clips_data/audio/train/P21/P21_01_33.mp3,../epic_clips_data/frames/train/P21/P21_01_33,48
../epic_clips_data/audio/train/P21/P21_04_56.mp3,../epic_clips_data/frames/train/P21/P21_04_56,40
../epic_clips_data/audio/train/P21/P21_01_3.mp3,../epic_clips_data/frames/train/P21/P21_01_3,150
../epic_clips_data/audio/train/P21/P21_04_33.mp3,../epic_clips_data/frames/train/P21/P21_04_33,43
../epic_clips_data/audio/train/P21/P21_03_40.mp3,../epic_clips_data/frames/train/P21/P21_03_40,26
../epic_clips_data/audio/train/P21/P21_04_46.mp3,../epic_clips_data/frames/train/P21/P21_04_46,26
../epic_clips_data/audio/train/P21/P21_04_4.mp3,../epic_clips_data/frames/train/P21/P21_04_4,114
../epic_clips_data/audio/train/P21/P21_04_66.mp3,../epic_clips_data/frames/train/P21/P21_04_66,86
../epic_clips_data/audio/train/P21/P21_04_23.mp3,../epic_clips_data/frames/train/P21/P21_04_23,40
../epic_clips_data/audio/train/P21/P21_01_62.mp3,../epic_clips_data/frames/train/P21/P21_01_62,24
../epic_clips_data/audio/train/P21/P21_01_95.mp3,../epic_clips_data/frames/train/P21/P21_01_95,160
../epic_clips_data/audio/train/P21/P21_03_17.mp3,../epic_clips_data/frames/train/P21/P21_03_17,68
../epic_clips_data/audio/train/P21/P21_03_56.mp3,../epic_clips_data/frames/train/P21/P21_03_56,75
../epic_clips_data/audio/train/P21/P21_03_53.mp3,../epic_clips_data/frames/train/P21/P21_03_53,24
../epic_clips_data/audio/train/P21/P21_04_52.mp3,../epic_clips_data/frames/train/P21/P21_04_52,65
../epic_clips_data/audio/train/P21/P21_01_75.mp3,../epic_clips_data/frames/train/P21/P21_01_75,33
../epic_clips_data/audio/train/P21/P21_04_1.mp3,../epic_clips_data/frames/train/P21/P21_04_1,43
../epic_clips_data/audio/train/P21/P21_04_29.mp3,../epic_clips_data/frames/train/P21/P21_04_29,89
../epic_clips_data/audio/train/P21/P21_01_48.mp3,../epic_clips_data/frames/train/P21/P21_01_48,26
../epic_clips_data/audio/train/P21/P21_04_11.mp3,../epic_clips_data/frames/train/P21/P21_04_11,38
../epic_clips_data/audio/train/P21/P21_03_47.mp3,../epic_clips_data/frames/train/P21/P21_03_47,44
../epic_clips_data/audio/train/P21/P21_04_41.mp3,../epic_clips_data/frames/train/P21/P21_04_41,24
../epic_clips_data/audio/train/P21/P21_03_67.mp3,../epic_clips_data/frames/train/P21/P21_03_67,40
../epic_clips_data/audio/train/P21/P21_01_6.mp3,../epic_clips_data/frames/train/P21/P21_01_6,61
../epic_clips_data/audio/train/P21/P21_04_53.mp3,../epic_clips_data/frames/train/P21/P21_04_53,25
../epic_clips_data/audio/train/P21/P21_01_41.mp3,../epic_clips_data/frames/train/P21/P21_01_41,68
../epic_clips_data/audio/train/P21/P21_01_50.mp3,../epic_clips_data/frames/train/P21/P21_01_50,32
../epic_clips_data/audio/train/P21/P21_03_60.mp3,../epic_clips_data/frames/train/P21/P21_03_60,25
../epic_clips_data/audio/train/P21/P21_01_51.mp3,../epic_clips_data/frames/train/P21/P21_01_51,24
../epic_clips_data/audio/train/P21/P21_03_44.mp3,../epic_clips_data/frames/train/P21/P21_03_44,45
../epic_clips_data/audio/train/P21/P21_04_28.mp3,../epic_clips_data/frames/train/P21/P21_04_28,27
../epic_clips_data/audio/train/P21/P21_01_93.mp3,../epic_clips_data/frames/train/P21/P21_01_93,58
../epic_clips_data/audio/train/P21/P21_01_9.mp3,../epic_clips_data/frames/train/P21/P21_01_9,74
../epic_clips_data/audio/train/P21/P21_03_55.mp3,../epic_clips_data/frames/train/P21/P21_03_55,53
../epic_clips_data/audio/train/P21/P21_04_16.mp3,../epic_clips_data/frames/train/P21/P21_04_16,44
../epic_clips_data/audio/train/P21/P21_04_43.mp3,../epic_clips_data/frames/train/P21/P21_04_43,151
../epic_clips_data/audio/train/P21/P21_01_91.mp3,../epic_clips_data/frames/train/P21/P21_01_91,105
../epic_clips_data/audio/train/P21/P21_01_70.mp3,../epic_clips_data/frames/train/P21/P21_01_70,29
../epic_clips_data/audio/train/P14/P14_01_5.mp3,../epic_clips_data/frames/train/P14/P14_01_5,65
../epic_clips_data/audio/train/P14/P14_01_3.mp3,../epic_clips_data/frames/train/P14/P14_01_3,36
../epic_clips_data/audio/train/P14/P14_07_0.mp3,../epic_clips_data/frames/train/P14/P14_07_0,27
../epic_clips_data/audio/train/P14/P14_09_25.mp3,../epic_clips_data/frames/train/P14/P14_09_25,41
../epic_clips_data/audio/train/P14/P14_07_11.mp3,../epic_clips_data/frames/train/P14/P14_07_11,29
../epic_clips_data/audio/train/P14/P14_04_15.mp3,../epic_clips_data/frames/train/P14/P14_04_15,43
../epic_clips_data/audio/train/P14/P14_09_15.mp3,../epic_clips_data/frames/train/P14/P14_09_15,31
../epic_clips_data/audio/train/P14/P14_09_3.mp3,../epic_clips_data/frames/train/P14/P14_09_3,131
../epic_clips_data/audio/train/P14/P14_04_2.mp3,../epic_clips_data/frames/train/P14/P14_04_2,48
../epic_clips_data/audio/train/P14/P14_04_20.mp3,../epic_clips_data/frames/train/P14/P14_04_20,25
../epic_clips_data/audio/train/P14/P14_05_11.mp3,../epic_clips_data/frames/train/P14/P14_05_11,49
../epic_clips_data/audio/train/P14/P14_04_9.mp3,../epic_clips_data/frames/train/P14/P14_04_9,35
../epic_clips_data/audio/train/P14/P14_05_9.mp3,../epic_clips_data/frames/train/P14/P14_05_9,24
../epic_clips_data/audio/train/P14/P14_01_13.mp3,../epic_clips_data/frames/train/P14/P14_01_13,30
../epic_clips_data/audio/train/P14/P14_01_4.mp3,../epic_clips_data/frames/train/P14/P14_01_4,33
../epic_clips_data/audio/train/P14/P14_09_14.mp3,../epic_clips_data/frames/train/P14/P14_09_14,30
../epic_clips_data/audio/train/P14/P14_09_6.mp3,../epic_clips_data/frames/train/P14/P14_09_6,31
../epic_clips_data/audio/train/P14/P14_02_1.mp3,../epic_clips_data/frames/train/P14/P14_02_1,29
../epic_clips_data/audio/train/P14/P14_09_24.mp3,../epic_clips_data/frames/train/P14/P14_09_24,108
../epic_clips_data/audio/train/P14/P14_09_23.mp3,../epic_clips_data/frames/train/P14/P14_09_23,202
../epic_clips_data/audio/train/P14/P14_02_5.mp3,../epic_clips_data/frames/train/P14/P14_02_5,24
../epic_clips_data/audio/train/P14/P14_04_8.mp3,../epic_clips_data/frames/train/P14/P14_04_8,151
../epic_clips_data/audio/train/P14/P14_01_0.mp3,../epic_clips_data/frames/train/P14/P14_01_0,25
../epic_clips_data/audio/train/P14/P14_07_6.mp3,../epic_clips_data/frames/train/P14/P14_07_6,131
../epic_clips_data/audio/train/P14/P14_07_9.mp3,../epic_clips_data/frames/train/P14/P14_07_9,243
../epic_clips_data/audio/train/P14/P14_09_21.mp3,../epic_clips_data/frames/train/P14/P14_09_21,33
../epic_clips_data/audio/train/P14/P14_01_2.mp3,../epic_clips_data/frames/train/P14/P14_01_2,71
../epic_clips_data/audio/train/P14/P14_04_3.mp3,../epic_clips_data/frames/train/P14/P14_04_3,44
../epic_clips_data/audio/train/P14/P14_05_6.mp3,../epic_clips_data/frames/train/P14/P14_05_6,31
../epic_clips_data/audio/train/P14/P14_03_1.mp3,../epic_clips_data/frames/train/P14/P14_03_1,28
../epic_clips_data/audio/train/P14/P14_05_4.mp3,../epic_clips_data/frames/train/P14/P14_05_4,39
../epic_clips_data/audio/train/P14/P14_01_6.mp3,../epic_clips_data/frames/train/P14/P14_01_6,119
../epic_clips_data/audio/train/P14/P14_09_31.mp3,../epic_clips_data/frames/train/P14/P14_09_31,37
../epic_clips_data/audio/train/P14/P14_04_14.mp3,../epic_clips_data/frames/train/P14/P14_04_14,69
../epic_clips_data/audio/train/P14/P14_09_34.mp3,../epic_clips_data/frames/train/P14/P14_09_34,63
../epic_clips_data/audio/train/P14/P14_01_12.mp3,../epic_clips_data/frames/train/P14/P14_01_12,25
../epic_clips_data/audio/train/P14/P14_05_7.mp3,../epic_clips_data/frames/train/P14/P14_05_7,100
../epic_clips_data/audio/train/P14/P14_09_35.mp3,../epic_clips_data/frames/train/P14/P14_09_35,40
../epic_clips_data/audio/train/P14/P14_09_5.mp3,../epic_clips_data/frames/train/P14/P14_09_5,24
../epic_clips_data/audio/train/P05/P05_08_75.mp3,../epic_clips_data/frames/train/P05/P05_08_75,313
../epic_clips_data/audio/train/P05/P05_02_28.mp3,../epic_clips_data/frames/train/P05/P05_02_28,34
../epic_clips_data/audio/train/P05/P05_03_125.mp3,../epic_clips_data/frames/train/P05/P05_03_125,75
../epic_clips_data/audio/train/P05/P05_04_40.mp3,../epic_clips_data/frames/train/P05/P05_04_40,37
../epic_clips_data/audio/train/P05/P05_03_107.mp3,../epic_clips_data/frames/train/P05/P05_03_107,28
../epic_clips_data/audio/train/P05/P05_03_104.mp3,../epic_clips_data/frames/train/P05/P05_03_104,26
../epic_clips_data/audio/train/P05/P05_02_43.mp3,../epic_clips_data/frames/train/P05/P05_02_43,87
../epic_clips_data/audio/train/P05/P05_03_85.mp3,../epic_clips_data/frames/train/P05/P05_03_85,91
../epic_clips_data/audio/train/P05/P05_03_145.mp3,../epic_clips_data/frames/train/P05/P05_03_145,100
../epic_clips_data/audio/train/P05/P05_03_137.mp3,../epic_clips_data/frames/train/P05/P05_03_137,50
../epic_clips_data/audio/train/P05/P05_08_40.mp3,../epic_clips_data/frames/train/P05/P05_08_40,55
../epic_clips_data/audio/train/P05/P05_03_154.mp3,../epic_clips_data/frames/train/P05/P05_03_154,64
../epic_clips_data/audio/train/P05/P05_08_62.mp3,../epic_clips_data/frames/train/P05/P05_08_62,25
../epic_clips_data/audio/train/P05/P05_08_131.mp3,../epic_clips_data/frames/train/P05/P05_08_131,32
../epic_clips_data/audio/train/P05/P05_03_1.mp3,../epic_clips_data/frames/train/P05/P05_03_1,39
../epic_clips_data/audio/train/P05/P05_03_120.mp3,../epic_clips_data/frames/train/P05/P05_03_120,139
../epic_clips_data/audio/train/P05/P05_08_73.mp3,../epic_clips_data/frames/train/P05/P05_08_73,62
../epic_clips_data/audio/train/P05/P05_05_25.mp3,../epic_clips_data/frames/train/P05/P05_05_25,42
../epic_clips_data/audio/train/P05/P05_08_37.mp3,../epic_clips_data/frames/train/P05/P05_08_37,129
../epic_clips_data/audio/train/P05/P05_03_2.mp3,../epic_clips_data/frames/train/P05/P05_03_2,79
../epic_clips_data/audio/train/P05/P05_03_131.mp3,../epic_clips_data/frames/train/P05/P05_03_131,136
../epic_clips_data/audio/train/P05/P05_03_28.mp3,../epic_clips_data/frames/train/P05/P05_03_28,38
../epic_clips_data/audio/train/P05/P05_08_79.mp3,../epic_clips_data/frames/train/P05/P05_08_79,566
../epic_clips_data/audio/train/P05/P05_04_36.mp3,../epic_clips_data/frames/train/P05/P05_04_36,33
../epic_clips_data/audio/train/P05/P05_08_87.mp3,../epic_clips_data/frames/train/P05/P05_08_87,99
../epic_clips_data/audio/train/P05/P05_03_39.mp3,../epic_clips_data/frames/train/P05/P05_03_39,32
../epic_clips_data/audio/train/P05/P05_08_109.mp3,../epic_clips_data/frames/train/P05/P05_08_109,61
../epic_clips_data/audio/train/P05/P05_03_96.mp3,../epic_clips_data/frames/train/P05/P05_03_96,196
../epic_clips_data/audio/train/P05/P05_03_127.mp3,../epic_clips_data/frames/train/P05/P05_03_127,57
../epic_clips_data/audio/train/P05/P05_02_50.mp3,../epic_clips_data/frames/train/P05/P05_02_50,52
../epic_clips_data/audio/train/P05/P05_04_54.mp3,../epic_clips_data/frames/train/P05/P05_04_54,28
../epic_clips_data/audio/train/P05/P05_03_66.mp3,../epic_clips_data/frames/train/P05/P05_03_66,24
../epic_clips_data/audio/train/P05/P05_03_41.mp3,../epic_clips_data/frames/train/P05/P05_03_41,24
../epic_clips_data/audio/train/P05/P05_08_128.mp3,../epic_clips_data/frames/train/P05/P05_08_128,28
../epic_clips_data/audio/train/P05/P05_03_110.mp3,../epic_clips_data/frames/train/P05/P05_03_110,42
../epic_clips_data/audio/train/P05/P05_08_104.mp3,../epic_clips_data/frames/train/P05/P05_08_104,177
../epic_clips_data/audio/train/P05/P05_08_59.mp3,../epic_clips_data/frames/train/P05/P05_08_59,42
../epic_clips_data/audio/train/P05/P05_01_39.mp3,../epic_clips_data/frames/train/P05/P05_01_39,78
../epic_clips_data/audio/train/P05/P05_08_116.mp3,../epic_clips_data/frames/train/P05/P05_08_116,468
../epic_clips_data/audio/train/P05/P05_06_2.mp3,../epic_clips_data/frames/train/P05/P05_06_2,43
../epic_clips_data/audio/train/P05/P05_08_99.mp3,../epic_clips_data/frames/train/P05/P05_08_99,33
../epic_clips_data/audio/train/P05/P05_08_49.mp3,../epic_clips_data/frames/train/P05/P05_08_49,29
../epic_clips_data/audio/train/P05/P05_03_157.mp3,../epic_clips_data/frames/train/P05/P05_03_157,46
../epic_clips_data/audio/train/P05/P05_04_11.mp3,../epic_clips_data/frames/train/P05/P05_04_11,54
../epic_clips_data/audio/train/P05/P05_05_8.mp3,../epic_clips_data/frames/train/P05/P05_05_8,82
../epic_clips_data/audio/train/P05/P05_04_51.mp3,../epic_clips_data/frames/train/P05/P05_04_51,25
../epic_clips_data/audio/train/P05/P05_08_118.mp3,../epic_clips_data/frames/train/P05/P05_08_118,72
../epic_clips_data/audio/train/P05/P05_03_38.mp3,../epic_clips_data/frames/train/P05/P05_03_38,78
../epic_clips_data/audio/train/P05/P05_03_147.mp3,../epic_clips_data/frames/train/P05/P05_03_147,203
../epic_clips_data/audio/train/P05/P05_03_118.mp3,../epic_clips_data/frames/train/P05/P05_03_118,139
../epic_clips_data/audio/train/P05/P05_08_137.mp3,../epic_clips_data/frames/train/P05/P05_08_137,35
../epic_clips_data/audio/train/P05/P05_04_10.mp3,../epic_clips_data/frames/train/P05/P05_04_10,43
../epic_clips_data/audio/train/P05/P05_08_112.mp3,../epic_clips_data/frames/train/P05/P05_08_112,30
../epic_clips_data/audio/train/P05/P05_03_19.mp3,../epic_clips_data/frames/train/P05/P05_03_19,33
../epic_clips_data/audio/train/P05/P05_04_46.mp3,../epic_clips_data/frames/train/P05/P05_04_46,58
../epic_clips_data/audio/train/P05/P05_03_5.mp3,../epic_clips_data/frames/train/P05/P05_03_5,26
../epic_clips_data/audio/train/P05/P05_08_119.mp3,../epic_clips_data/frames/train/P05/P05_08_119,29
../epic_clips_data/audio/train/P05/P05_03_84.mp3,../epic_clips_data/frames/train/P05/P05_03_84,39
../epic_clips_data/audio/train/P05/P05_03_101.mp3,../epic_clips_data/frames/train/P05/P05_03_101,113
../epic_clips_data/audio/train/P05/P05_01_35.mp3,../epic_clips_data/frames/train/P05/P05_01_35,27
../epic_clips_data/audio/train/P05/P05_04_30.mp3,../epic_clips_data/frames/train/P05/P05_04_30,42
../epic_clips_data/audio/train/P05/P05_08_67.mp3,../epic_clips_data/frames/train/P05/P05_08_67,179
../epic_clips_data/audio/train/P05/P05_03_143.mp3,../epic_clips_data/frames/train/P05/P05_03_143,301
